0,https://www.dell.com/zh-hk/lp/privacy-center,Crash
1,https://account.bolasport.com/login/Ym9sYXNwb3J0/aHR0cHM6Ly93d3cuYm9sYXNwb3J0LmNvbS8=,Done
2,https://busanbusapp.tistory.com/,Done
3,https://www.cybozu.com/jp/,Done
4,https://www.tradingview.com/,Done
5,https://blog.patreon.com/patreon-u,Done
6,https://patch.com/map,Done
7,https://www.speedtest.net/pl,Crash
8,https://www.almaghreb24.com/category/societe/,Crash
9,https://google-classroom.uptodown.com/android,Done
10,https://pixlr.com/,Done
11,https://www.tutorialspoint.com/index.htm,Done
12,https://www.namasha.com/,Crash
13,https://www.abs-cbn.com/,Done
14,https://www.vaghtesobh.com/%d8%b5%d8%b9%d9%88%d8%af-%d9%82%db%8c%d9%85%d8%aa-%d9%87%d8%a7-%d8%af%d8%b1-%d8%a8%d8%a7%d8%b2%d8%a7%d8%b1-%d8%af%d9%84%d8%a7%d8%b1%d8%8c-%d8%b3%da%a9%d9%87-%d9%88-%d8%b7%d9%84%d8%a7%d8%9b-%d8%a7/,Done
15,https://s.3isk.video/watch/episodes/serie-el-kizi-season-1-ep-2/,Done
16,https://www.americanexpress.com/hk/en/merchant/accept-amex-cards.html?inav=hk_menu_business_merch_Accept_card,Done
17,https://www.npr.org/organization,Done
18,https://www.deepl.com/translator,Done
19,https://www.creditkarma.com/credit-monitoring,Done
20,https://www.tmz.com/categories/movies/,Crash
21,https://www.ask.com/culture,Done
22,https://www.ndtv.com/,Crash
23,https://www.xbox.com/en-US/,Crash
24,https://staking.draken.tech/,Done
25,https://www.dw.com/en/legal-notice/a-15718492,Done
26,https://www.iliangcang.com/,Done
27,https://www.state.gov/countries-areas/afghanistan/,Crash
28,https://pixlr.com/remove-background/,Done
29,https://www.engadget.com/,Crash
30,https://saednews.com/fa/post/sndlihayei-ke-khali-mand-knkor-srasri-rkorddar-zrfit-khali-azmonha,Done
31,https://vietnamese.alibaba.com/,Crash
32,https://www.scribd.com/explore/Finance-Money-Management,Done
33,https://getpocket.com/publisher/,Done
34,https://www.iliangcang.com/itopic?cat_id=24,Done
35,https://advm.ahram.org.eg/www/delivery/afr.php?zoneid=105&cb=INSERT_RANDOM_NUMBER_HERE,Done
36,https://www.audible.com/ep/lto,Done
37,https://www.salesforce.com/,Crash
38,https://www.theverge.com/reviews,Crash
39,https://promotion.aliexpress.ru/wow/gcp/top-ranking/home?rankId=3764548&rankCategoryId=36&labelId=6010&leafCateId=200001695&rankType=TOP_IDEAL_2020&tagId=manual_global_label_130187360942345531_200001695&requestFrom=other&productIds2Top=1005002616817194%252C1005001478125121%252C32949276208&scm=1007.26693.226524.0&scm_id=1007.26693.226524.0&scm-url=1007.26693.226524.0&pvid=a65c2a9a-9ed0-4a8a-b324-e95e022bb4a9&floorId=6600008,Done
40,https://www.mynet.com/sosyal-medya-fenomeni-mika-raun-dan-sasirtan-cinsel-yonelim-itirafi-370157-mymagazin,Done
41,https://www.grammarly.com/terms,Done
42,https://www.hostgator.com/blog/,Done
43,https://saednews.com/fa,Done
44,https://mydramalist.com/,Crash
45,https://www.jagran.com/lifestyle/health-festive-weight-loss-tips-that-you-should-never-follow-22178323.html,Done
46,https://www.verizon.com/solutions-and-services/add-ons/,Done
47,https://www.online-convert.com/developer,Done
48,https://www.tandfonline.com/terms-and-conditions,Done
49,https://majestic.com/,Done
50,https://juara.bolasport.com/read/322976710/mau-bangunkan-kelas-ringan-ufc-islam-makhachev-justin-gaethje-dan-michael-chandler-terlalu-tua,Done
51,https://www.news18.com/india/,Done
52,https://manychat.com/blog/instagram-carousel-engagement/,Crash
53,https://steamcommunity.com/?subsection=news,Done
54,https://tabelog.com/,Done
55,https://www.jotform.com/signup/,Done
56,https://convertkit.com/features,Crash
57,https://www.shareasale.com/info/,Done
58,http://www.gusuwang.com/thread-2297759-1-1.html,Done
59,https://freshdesk.com/reporting-analytics,Done
60,https://www.shiprocket.in/ndr-management/,Done
61,http://member.auction.co.kr/SecurityCenter/Sub.aspx?code=B0104,Done
62,https://www.in.gr/apopsi,Crash
63,https://www.icims.com/products/talent-cloud-platform/ai-recruiting/,Done
64,https://actu.orange.fr/societe/sante/en-ukraine-la-pire-vague-de-covid-19-dopee-par-la-faible-vaccination-CNT000001G6ylg/photos/un-soignant-s-occupe-d-un-patient-atteint-du-covid-19-dans-l-unite-de-soins-intensifs-d-un-hopital-a-kiev-le-1er-novembre-2021-en-ukraine-99fd0a66ec48af0f2e7a0fbf4aaf4ba5.html,Done
65,https://www.bestbuy.com/,Done
66,https://heavy.com/entertainment/bravo/lala-kent-speaks-randall-emmett-split/,Done
67,http://www.people.com.cn/,Done
68,https://rumble.com/vlbs6r-247-live-cakestream.html,Done
69,https://www.scribd.com/,Done
70,https://www.milliyet.com.tr/cadde/simge-selcuka-uma-thurman-benzetmesi-6634711,Crash
71,https://www.prothomalo.com/,Crash
72,https://www.behance.net/,Done
73,https://www.redbubble.com/i/drawstring-bag/Cozy-frog-by-peachy-doodle/41007843.YT4RK,Done
74,https://tirto.id/,Done
75,https://www.3dmgame.com/,Done
76,https://www.dream.co.id/beauty/powder-cream-vs-bedak-biasa-mana-yang-ampuh-bikin-wajah-glowing-seharian-2111048.html,Crash
77,https://www.japanpost.jp/,Done
78,https://partner.payu.in/,Done
79,https://www.brilio.net/,Done
80,https://quip.com/,Done
81,https://www.pornhub.com/categories?o=mv,Crash
82,https://www.in.gr/2021/11/03/politics/paraskinio/protia-sto-voreio-tomea/,Done
