1,"so.com","https://wenku.so.com/?src=tab_web",OK
2,"mailerlite.com","https://www.mailerlite.com/features/newsletter-editor",OK
4,"walgreens.com","https://www.walgreens.com/request_error.jsp?redirect=/storecdiet-support-accessoriesid=361157-tier3",OK
5,"go.com","https://disneyparks.disney.go.com/?DISCID=DI_mtt_chrome",OK
6,"bestlifeonline.com","https://bestlifeonline.com/celebrities-who-are-the-same-age/",OK
7,"depositphotos.com","https://depositphotos.com/506167232/stock-photo-group-of-happy-young-people.html",OK
8,"dcinside.com","https://gall.dcinside.com/mini/board/lists?id=symphonyofepic",OK
9,"cisco.com","https://www.cisco.com/c/en/us/about/legal/trademarks.html",OK
10,"moneyforward.com","https://moneyforward.com/",Timeout
11,"state.gov","https://www.state.gov/countries-areas/afghanistan/",Crash
12,"discogs.com","https://www.discogs.com/group",OK
13,"academia.edu","https://www.academia.edu/Documents/in/Health_Sciences",OK
14,"buzzfeed.com","https://www.buzzfeed.com/sarahaspler/christmas-movie-marathon-age-quiz?origin=web-hf",OK
15,"nur.kz","https://www.nur.kz/leisure/movies/1882290-filmy-na-hellouin-podborka-kartin/",OK
16,"yumpu.com","https://www.yumpu.com/news/en/magazines/rubrics/fashion-beauty?utm_source=yn&utm_medium=website&utm_campaign=news-en&utm_term=fashion-beauty&utm_content=categories-list",OK
17,"aweber.com","https://www.aweber.com/contact-us.htm",Timeout
18,"taobao.com","https://login.taobao.com/?redirect_url=https%3A%2F%2Flogin.1688.com%2Fmember%2Fjump.htm%3Ftarget%3Dhttps%253A%252F%252Flogin.1688.com%252Fmember%252FmarketSigninJump.htm%253FDone%253Dhttps%25253A%25252F%25252Fwork.1688.com%25252Fhome%25252Fseller.htm%25253F_path_%25253Dseller2017Base%25252Fcomplaintmanangement%25252FmyDenounce&style=tao_custom&from=1688web",Crash
19,"celine.com","https://www.celine.com/en-ro/home",OK
20,"thegatewaypundit.com","https://www.thegatewaypundit.com/gp-favorite-international-blogs/",Crash
21,"sahibinden.com","https://secure.sahibinden.com/giris/?return_url=https%3A%2F%2Fbanaozel.sahibinden.com%2Fekspertiz-raporlarim%3FreportStatus%3DU",OK
22,"researchgate.net","https://www.researchgate.net/marketing-solutions?utm_source=researchgate&utm_medium=community-loggedout&utm_campaign=recruitment-focused-index-footer&utm_content=advertising",OK
23,"getintopc.com","https://getintopc.com/softwares/electrical-engineering/",OK
24,"gmw.cn","https://ad.gmw.cn/html/indexbanner_300_3.htm",OK
25,"oschina.net","https://www.oschina.net/",OK
26,"qualtrics.com","https://www.qualtrics.com/",Crash
27,"bluehost.com","https://www.bluehost.com/blueprint",OK
29,"arzdigital.com","https://stack.arzdigital.com/",OK
30,"saednews.com","https://saednews.com/fa/post/sndlihayei-ke-khali-mand-knkor-srasri-rkorddar-zrfit-khali-azmonha",OK
31,"agoda.com","https://www.agoda.com/",OK
32,"cnbc.com","https://www.cnbc.com/world/",OK
33,"schwab.com","https://www.schwab.com/taxes",Crash
34,"abs-cbn.com","https://www.abs-cbn.com/",OK
35,"dbs.com.sg","https://internet-banking.dbs.com.sg/IB/Welcome",OK
36,"qafqazinfo.az","https://qafqazinfo.az/news/category/sosial-3/",OK
37,"ebay.co.uk","https://www.ebay.co.uk/deals?_trkparms=pageci%3Ad90e282a-3d7e-11ec-a242-b257f398c208%7Cparentrq%3Aeb6ff61f17c0acb45b82ccf4fffc5dc0%7Ciid%3A1",OK
38,"genpi.co","https://www.genpi.co/gaya-hidup/145677/ludes-dalam-5-hari-lip-tint-lokal-reveline-ciptakan-korean-look",OK
39,"xe.com","https://accounts.xe.com/signup?client_id=7v3mjop0iq74d7bdpgvn95r86d&response_type=code&redirect_uri=https%3A%2F%2Ftransfer.xe.com%2Fsignup%2Fpersonal%2Fstep1&state=https%3A%2F%2Ftransfer.xe.com%3A9443%2Fsignup%2Fpersonal%2Fstep1%3FctaPosition%3Dfooter",OK
40,"crypto.com","https://crypto.com/",OK
41,"mediafire.com","https://www.mediafire.com/press/",OK
42,"outbrain.com","https://www.outbrain.com/advertisers/",Crash
43,"nfl.com","https://www.nfl.com/causes/salute/",Crash
44,"6.cn","http://v.6.cn/logins.php",Timeout
45,"gap.com","https://secure-www.gap.com/my-account/order-history",OK
46,"uidai.gov.in","https://www.uidai.gov.in/terms-conditions.html",OK
47,"ahram.org.eg","https://advm.ahram.org.eg/www/delivery/afr.php?zoneid=111",OK
48,"jagran.com","https://www.jagran.com/business-hindi.html?itm_medium=business&itm_source=dsktp&itm_campaign=hamburger",OK
49,"crazyegg.com","https://www.crazyegg.com/blog/",OK
50,"nobitex.ir","https://nobitex.ir/tron/",OK
51,"patreon.com","https://blog.patreon.com/patreon-u",OK
52,"ezgif.com","https://ezgif.com/",OK
53,"grammarly.com","https://www.grammarly.com/trust",OK
54,"dostor.org","https://studio.dostor.org/125571",Crash
55,"mufg.jp","https://www.bk.mufg.jp/index.html",OK
56,"bitly.com","https://bitly.com/pages/contact",OK
57,"xvideos.com","https://www.xvideos.com/?k=%E9%A6%99%E6%B8%AF&top",OK
58,"ettoday.net","https://www.ettoday.net/feature/%E6%95%B8%E5%AD%97%E6%96%B0%E8%81%9E/14666?from=et_pc_index",OK
59,"statista.com","https://www.statista.com/topics/3137/cosmetics-industry/",OK
60,"worldometers.info","https://www.worldometers.info/about/",Crash
61,"sohu.com","https://www.sohu.com/a/499054136_100271920?scm=1005.1001.0.0.0",Timeout
62,"bestbuy.com","https://healthcare.bestbuy.com/?ref=bestbuy-site&loc=footer",OK
63,"speedtest.net","https://www.speedtest.net/id",OK
65,"tirto.id","https://tirto.id/dynahome-solusi-sig-untuk-membangun-rumah-massal-gk2l",OK
66,"pearson.com","https://plc.pearson.com/media/contacts/",OK
67,"codecanyon.net","https://codecanyon.net/sign_up?to=codecanyon",OK
68,"usembassy.gov","https://www.usembassy.gov/mongolia/",Crash
69,"norton.com","https://support.norton.com/sp/en/us/home/current/info",Crash
70,"fc2.com","https://form1ssl.fc2.com/form/?id=305274",OK
71,"bscscan.com","https://www.bscscan.com/",OK
73,"mayoclinic.org","https://www.mayoclinic.org/answers",Timeout
74,"kompas.com","https://properti.kompas.com/tips",OK
75,"netflix.com","https://media.netflix.com/en/",OK
76,"haberler.com","https://www.haberler.com/buyukcekmece-de-ticari-taksi-yakit-tankerine-14506237-haberi/",OK
77,"twitter.com","https://help.twitter.com/en/using-twitter/twitter-supported-browsers",Crash
79,"rediff.com","https://www.rediff.com/",OK
80,"britannica.com","https://www.britannica.com/",Crash
81,"wondershare.com","https://famisafe.wondershare.com/share-live-location.html",OK
82,"nba.com","https://www.nba.com/",OK
84,"gyazo.com","https://gyazo.com/",OK
85,"interia.pl","https://biznes.interia.pl/raporty/raport-swiadomi-w-sieci/aktualnosci/news-malware-i-phising-jak-nie-dac-sie-zlowic-w-sieci",OK
86,"gridoto.com","https://otoseken.gridoto.com/",OK
87,"mynavi.jp","https://www.mynavi.jp/info/",OK
88,"japanpost.jp","https://www.japanpost.jp/procurement/",OK
89,"cnbcindonesia.com","https://www.cnbcindonesia.com/news/20211104181750-4-289108/selain-covid-krisis-listrik-china-kedatangan-bencana-baru",Crash
91,"livescore.com","https://www.livescore.com/en/",OK
92,"onlyfans.com","https://onlyfans.com/",OK
93,"kumparan.com","https://kumparan.com/",Crash
94,"iobit.com","https://www.iobit.com/en/sitemap.php",OK
95,"zoho.com","https://www.zoho.com/index1.html",OK
96,"hubspot.com","https://br.hubspot.com/",Crash
97,"dailymotion.com","https://www.dailymotion.com/us",OK
98,"huaban.com","https://muse.huaban.com/?utm_source=huaban&utm_medium=logout&utm_campaign=resident",Timeout
100,"daraz.pk","https://www.daraz.pk/home-appliances/",OK
101,"orange.fr","https://boutique.orange.fr/internet-mobile/pack-open-fibre",OK
102,"viva.co.id","https://www.viva.co.id/sport/gelanggang",Crash
103,"cdc.gov","https://search.cdc.gov/search/index.html?#advanced",OK
106,"wp.pl","https://www.wp.pl/",Timeout
107,"namasha.com","https://www.namasha.com/v/GgmxrfzS",Crash
